epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,716.7,0.3668,0.29931,0.86072,0.98555,0.99342,0.99442,0.96301,0.289,0.20026,0.80464,0.000968045,0.000968045,0.000968045
25,749.62,0.36472,0.28979,0.86766,0.9843,0.99325,0.9946,0.96463,0.28381,0.19156,0.80241,0.000965239,0.000965239,0.000965239
26,782.478,0.36218,0.28089,0.86238,0.98019,0.99483,0.9941,0.96041,0.28523,0.18923,0.8023,0.00096232,0.00096232,0.00096232
27,815.265,0.35625,0.28885,0.86023,0.97087,0.99462,0.99433,0.96472,0.28483,0.19368,0.8014,0.000959289,0.000959289,0.000959289
28,848.664,0.36055,0.28652,0.86398,0.98542,0.99151,0.99215,0.96118,0.28531,0.18855,0.80295,0.000956145,0.000956145,0.000956145
29,881.513,0.35171,0.28007,0.8592,0.98924,0.99213,0.99417,0.96475,0.26798,0.18072,0.79926,0.000952889,0.000952889,0.000952889
30,914.592,0.36163,0.27931,0.85934,0.98464,0.99629,0.99483,0.96491,0.29203,0.1889,0.80222,0.000949524,0.000949524,0.000949524
31,947.899,0.35627,0.27752,0.86094,0.98268,0.99735,0.99434,0.96124,0.28327,0.18532,0.7975,0.000946048,0.000946048,0.000946048
32,981.032,0.35162,0.27449,0.85779,0.98579,0.98959,0.99468,0.96561,0.28011,0.1895,0.8007,0.000942464,0.000942464,0.000942464
33,1014.28,0.34658,0.2725,0.86042,0.98296,0.99485,0.99401,0.96227,0.27898,0.18326,0.80255,0.000938772,0.000938772,0.000938772
34,1047.25,0.3457,0.27704,0.85666,0.98535,0.996,0.99438,0.96335,0.2771,0.18654,0.799,0.000934973,0.000934973,0.000934973
35,1079.82,0.34302,0.26912,0.86013,0.98848,0.99497,0.99445,0.96795,0.27253,0.18072,0.80111,0.000931067,0.000931067,0.000931067
36,1112.88,0.34792,0.26708,0.85793,0.98946,0.99791,0.99443,0.96826,0.26157,0.17347,0.79919,0.000927057,0.000927057,0.000927057
37,1145.84,0.3402,0.27048,0.85706,0.98839,0.99347,0.99467,0.96727,0.27439,0.19495,0.79898,0.000922942,0.000922942,0.000922942
38,1178.65,0.34488,0.26763,0.85939,0.99136,0.99573,0.99482,0.96834,0.26759,0.17919,0.79677,0.000918725,0.000918725,0.000918725
39,1211.89,0.33809,0.26079,0.85268,0.98967,0.99638,0.99461,0.96888,0.27731,0.17599,0.80189,0.000914405,0.000914405,0.000914405
40,1245,0.34091,0.25716,0.85568,0.991,0.99614,0.99475,0.97092,0.25934,0.16565,0.79773,0.000909984,0.000909984,0.000909984
41,1277.49,0.34523,0.26192,0.85495,0.98576,0.99746,0.99463,0.96873,0.26695,0.17635,0.80038,0.000905463,0.000905463,0.000905463
42,1310.48,0.33749,0.26041,0.85302,0.98789,0.99385,0.99481,0.96726,0.26828,0.18174,0.80045,0.000900844,0.000900844,0.000900844
43,1343.23,0.33808,0.25825,0.8506,0.98825,0.99701,0.99463,0.9708,0.26615,0.16877,0.79969,0.000896127,0.000896127,0.000896127
44,1376.26,0.32871,0.24647,0.85309,0.98463,0.99367,0.99465,0.96909,0.26019,0.16362,0.79782,0.000891313,0.000891313,0.000891313
45,1409.29,0.32766,0.25091,0.85061,0.98464,0.99577,0.99443,0.96879,0.2539,0.16051,0.79836,0.000886404,0.000886404,0.000886404
46,1442.45,0.32705,0.2519,0.85017,0.99199,0.99732,0.99477,0.96855,0.26231,0.1607,0.79988,0.000881401,0.000881401,0.000881401
47,1475.14,0.33285,0.24768,0.85336,0.98666,0.99491,0.994,0.9688,0.26404,0.16737,0.80026,0.000876305,0.000876305,0.000876305
48,1508.42,0.33007,0.24428,0.85309,0.98721,0.99259,0.99469,0.96969,0.2618,0.17823,0.79901,0.000871117,0.000871117,0.000871117
49,1541.24,0.3285,0.24286,0.85309,0.9869,0.99438,0.99491,0.97022,0.25518,0.16272,0.79543,0.000865839,0.000865839,0.000865839
50,1574.17,0.32297,0.24419,0.84768,0.9876,0.99391,0.9944,0.96739,0.25622,0.16164,0.79624,0.000860473,0.000860473,0.000860473
51,1607.39,0.32611,0.23751,0.84712,0.98576,0.9964,0.99479,0.96835,0.26166,0.16401,0.79797,0.000855018,0.000855018,0.000855018
52,1640.46,0.31485,0.24366,0.84406,0.98927,0.99615,0.99473,0.97306,0.25252,0.15968,0.795,0.000849477,0.000849477,0.000849477
53,1673.41,0.32189,0.24293,0.84746,0.98922,0.99819,0.99419,0.96848,0.25626,0.15761,0.79688,0.000843851,0.000843851,0.000843851
54,1706.27,0.31877,0.23465,0.84742,0.98646,0.99724,0.99461,0.96874,0.26103,0.16357,0.8,0.000838141,0.000838141,0.000838141
55,1742.56,0.32017,0.2448,0.84893,0.9892,0.99687,0.99473,0.96869,0.26213,0.16734,0.79919,0.000832349,0.000832349,0.000832349
56,1779.6,0.31908,0.23853,0.84432,0.99117,0.9975,0.99439,0.96973,0.25199,0.15648,0.79774,0.000826477,0.000826477,0.000826477
57,1815.99,0.31231,0.23661,0.8442,0.98887,0.99818,0.99489,0.97214,0.25268,0.157,0.79656,0.000820525,0.000820525,0.000820525
58,1852.25,0.31841,0.23099,0.84454,0.99241,0.99601,0.99451,0.96999,0.26512,0.15961,0.79964,0.000814495,0.000814495,0.000814495
59,1888.78,0.31172,0.23622,0.8445,0.99234,0.99774,0.99243,0.96933,0.25294,0.15154,0.79886,0.000808389,0.000808389,0.000808389
60,1925,0.31659,0.22713,0.84705,0.98998,0.99819,0.99486,0.97258,0.24711,0.15092,0.79342,0.000802208,0.000802208,0.000802208
61,1961.34,0.3189,0.23552,0.84622,0.98773,0.9962,0.99485,0.97161,0.24849,0.15293,0.79526,0.000795954,0.000795954,0.000795954
62,1997.82,0.31312,0.22659,0.84285,0.99052,0.99494,0.99482,0.97287,0.25267,0.15727,0.79431,0.000789628,0.000789628,0.000789628
63,2033.94,0.31488,0.23476,0.84121,0.98707,0.99451,0.99459,0.9713,0.24839,0.15465,0.79307,0.000783231,0.000783231,0.000783231
64,2070.5,0.31191,0.23464,0.84476,0.98838,0.99554,0.99468,0.96909,0.25347,0.15896,0.7941,0.000776766,0.000776766,0.000776766
65,2106.94,0.309,0.22885,0.84144,0.98836,0.9969,0.99421,0.97291,0.2462,0.1539,0.79469,0.000770234,0.000770234,0.000770234
66,2143.26,0.30785,0.22711,0.84314,0.99182,0.99901,0.99481,0.97361,0.24582,0.1453,0.79423,0.000763637,0.000763637,0.000763637
67,2180.09,0.3081,0.22482,0.84697,0.9887,0.99819,0.99269,0.96913,0.24945,0.15189,0.79753,0.000756976,0.000756976,0.000756976
68,2216.61,0.30791,0.23477,0.8465,0.9852,0.99819,0.99478,0.97361,0.24529,0.15059,0.79484,0.000750252,0.000750252,0.000750252
69,2254.2,0.30683,0.22454,0.84519,0.98841,0.99722,0.99456,0.9729,0.24389,0.15062,0.79541,0.000743468,0.000743468,0.000743468
70,2292.61,0.30459,0.2212,0.84301,0.98674,0.99481,0.99468,0.97236,0.24854,0.15554,0.7958,0.000736625,0.000736625,0.000736625
71,2330.57,0.29857,0.21689,0.83833,0.99023,0.9948,0.99481,0.9752,0.24072,0.14811,0.79268,0.000729725,0.000729725,0.000729725
72,2371.31,0.30521,0.22366,0.84371,0.99228,0.99746,0.99489,0.97162,0.24416,0.14312,0.79571,0.00072277,0.00072277,0.00072277
73,2410.24,0.3025,0.2171,0.83886,0.98945,0.99783,0.99491,0.97235,0.24475,0.14268,0.79635,0.000715761,0.000715761,0.000715761
74,2448.89,0.29645,0.21558,0.83945,0.99394,0.99819,0.99494,0.97696,0.24185,0.1375,0.79158,0.0007087,0.0007087,0.0007087
75,2490.79,0.30041,0.2181,0.84321,0.99361,0.99526,0.99481,0.97381,0.24317,0.14609,0.79426,0.000701588,0.000701588,0.000701588
76,2532.24,0.30049,0.2186,0.84567,0.99028,0.99734,0.9948,0.97409,0.24657,0.14621,0.79517,0.000694428,0.000694428,0.000694428
77,2573.73,0.29791,0.21772,0.83998,0.98609,0.9971,0.99459,0.9722,0.24359,0.14736,0.79587,0.000687222,0.000687222,0.000687222
78,2613.19,0.29404,0.21484,0.84191,0.98938,0.99881,0.99484,0.97446,0.23966,0.13959,0.79334,0.00067997,0.00067997,0.00067997
79,2652.86,0.3015,0.21398,0.84327,0.99043,0.99674,0.99489,0.97498,0.23905,0.14058,0.79692,0.000672675,0.000672675,0.000672675
80,2692.13,0.29405,0.21138,0.83785,0.99003,0.99821,0.99489,0.97639,0.24208,0.13942,0.79513,0.000665339,0.000665339,0.000665339
81,2731.69,0.29643,0.21029,0.84292,0.99094,0.99592,0.99475,0.97722,0.23497,0.13971,0.79223,0.000657963,0.000657963,0.000657963
82,2771.57,0.28953,0.216,0.83454,0.98955,0.99819,0.99463,0.97371,0.23688,0.1466,0.79227,0.00065055,0.00065055,0.00065055
83,2811.27,0.29359,0.21285,0.83526,0.99314,0.99056,0.99483,0.97626,0.24059,0.14126,0.79275,0.000643101,0.000643101,0.000643101
84,2850.75,0.29087,0.2063,0.83828,0.99247,0.998,0.99494,0.97629,0.23607,0.13857,0.7947,0.000635617,0.000635617,0.000635617
85,2890.3,0.29111,0.2107,0.84,0.99462,0.99583,0.99492,0.97656,0.2366,0.13626,0.79468,0.000628101,0.000628101,0.000628101
86,2929.76,0.28651,0.20329,0.83649,0.9896,0.99748,0.99485,0.9768,0.23064,0.13535,0.7927,0.000620555,0.000620555,0.000620555
87,2968.94,0.28981,0.20821,0.83817,0.99145,0.99673,0.99486,0.977,0.23947,0.13318,0.7926,0.000612981,0.000612981,0.000612981
88,3008.39,0.28686,0.20523,0.8326,0.99407,0.99706,0.99481,0.97659,0.23563,0.13548,0.78941,0.00060538,0.00060538,0.00060538
89,3048.2,0.2787,0.20004,0.83256,0.99392,0.99759,0.99483,0.97707,0.23173,0.13197,0.792,0.000597754,0.000597754,0.000597754
90,3087.57,0.28252,0.20238,0.8341,0.99041,0.99819,0.99469,0.97547,0.2287,0.13636,0.78864,0.000590105,0.000590105,0.000590105
91,3127.27,0.27953,0.19322,0.83328,0.99046,0.99819,0.99491,0.9744,0.23384,0.13571,0.79038,0.000582435,0.000582435,0.000582435
92,3167.05,0.28083,0.20412,0.83362,0.99257,0.99522,0.99485,0.97728,0.23157,0.13742,0.79204,0.000574746,0.000574746,0.000574746
93,3206.66,0.28593,0.20354,0.83766,0.99236,0.99754,0.99496,0.97491,0.23362,0.13391,0.7928,0.00056704,0.00056704,0.00056704
94,3245.67,0.27562,0.19993,0.8294,0.99221,0.99819,0.99453,0.97766,0.22968,0.13406,0.79109,0.000559318,0.000559318,0.000559318
95,3285.47,0.27585,0.1989,0.82933,0.98995,0.99638,0.99484,0.97616,0.23899,0.14103,0.79497,0.000551584,0.000551584,0.000551584
96,3324.41,0.27363,0.19903,0.8311,0.98972,0.99734,0.99486,0.9794,0.22834,0.13134,0.79088,0.000543837,0.000543837,0.000543837
97,3363.9,0.27471,0.1922,0.83265,0.99185,0.99713,0.99483,0.97983,0.22788,0.13029,0.79138,0.000536081,0.000536081,0.000536081
98,3403.65,0.27575,0.19448,0.83261,0.99369,0.99619,0.99488,0.97524,0.22693,0.1297,0.78932,0.000528318,0.000528318,0.000528318
99,3443,0.27701,0.20076,0.83376,0.98571,0.99837,0.99485,0.97698,0.2268,0.13327,0.78603,0.000520548,0.000520548,0.000520548
100,3482.45,0.27095,0.1951,0.83074,0.993,0.99416,0.99489,0.97881,0.22767,0.12978,0.79051,0.000512775,0.000512775,0.000512775
101,3521.85,0.27491,0.19589,0.82878,0.9893,0.99823,0.99491,0.97831,0.23068,0.12876,0.79257,0.000505,0.000505,0.000505
102,3560.43,0.27497,0.19114,0.82896,0.9922,0.99819,0.99487,0.97776,0.23049,0.12746,0.79429,0.000497225,0.000497225,0.000497225
103,3600.29,0.27601,0.19009,0.83104,0.99013,0.99747,0.99494,0.97791,0.229,0.13043,0.79243,0.000489452,0.000489452,0.000489452
104,3640.14,0.27536,0.18977,0.83229,0.99362,0.99819,0.99494,0.97743,0.22732,0.12813,0.78975,0.000481682,0.000481682,0.000481682
105,3679.86,0.27547,0.19266,0.83164,0.99246,0.99819,0.99494,0.97766,0.22661,0.12714,0.79139,0.000473919,0.000473919,0.000473919
106,3719.37,0.26845,0.1866,0.82552,0.99226,0.99727,0.99496,0.9773,0.22829,0.12372,0.7925,0.000466163,0.000466163,0.000466163
107,3759.22,0.27063,0.19167,0.82859,0.99184,0.99803,0.99496,0.97829,0.23003,0.12737,0.79344,0.000458416,0.000458416,0.000458416
108,3797.87,0.26528,0.18762,0.82893,0.99138,0.99751,0.99494,0.97743,0.22691,0.12763,0.79323,0.000450682,0.000450682,0.000450682
109,3837.23,0.26795,0.19017,0.82915,0.99143,0.99655,0.99491,0.97679,0.22805,0.13006,0.79351,0.00044296,0.00044296,0.00044296
110,3876.74,0.26744,0.1822,0.82935,0.99035,0.9978,0.99489,0.97604,0.22751,0.12595,0.79451,0.000435254,0.000435254,0.000435254
111,3916.05,0.26343,0.18371,0.82675,0.98893,0.99793,0.99485,0.97746,0.22642,0.12743,0.793,0.000427565,0.000427565,0.000427565
112,3955.05,0.26355,0.1805,0.82519,0.99163,0.99816,0.99493,0.97679,0.22664,0.127,0.79367,0.000419895,0.000419895,0.000419895
113,3994.4,0.26956,0.18653,0.83247,0.99351,0.99553,0.99498,0.97938,0.22586,0.12336,0.79321,0.000412246,0.000412246,0.000412246
114,4034.02,0.26177,0.18334,0.82859,0.9914,0.99819,0.99489,0.97968,0.22753,0.12448,0.79426,0.00040462,0.00040462,0.00040462
115,4073.44,0.26123,0.17841,0.82673,0.99211,0.99684,0.99496,0.97773,0.22589,0.12297,0.79326,0.000397019,0.000397019,0.000397019
116,4113.19,0.26237,0.18405,0.8255,0.99177,0.99684,0.99491,0.97835,0.22702,0.12711,0.79362,0.000389445,0.000389445,0.000389445
117,4152.77,0.26335,0.1802,0.82663,0.99186,0.99764,0.99496,0.98015,0.22639,0.1246,0.79109,0.000381899,0.000381899,0.000381899
118,4192.26,0.26128,0.18095,0.82803,0.99224,0.9975,0.99494,0.98045,0.22434,0.12556,0.79268,0.000374383,0.000374383,0.000374383
119,4232.5,0.25942,0.18273,0.82928,0.99211,0.99819,0.99495,0.97976,0.22394,0.12618,0.79316,0.000366899,0.000366899,0.000366899
120,4271.49,0.25486,0.17381,0.82721,0.99129,0.99775,0.99488,0.97794,0.22507,0.12538,0.79459,0.00035945,0.00035945,0.00035945
121,4310.82,0.26104,0.1768,0.83037,0.99223,0.99748,0.99491,0.97871,0.22245,0.12218,0.79296,0.000352037,0.000352037,0.000352037
122,4350.53,0.26267,0.18058,0.82852,0.99196,0.99819,0.99492,0.97951,0.22272,0.12241,0.79369,0.000344661,0.000344661,0.000344661
123,4389.91,0.25359,0.17214,0.82477,0.9927,0.9964,0.99494,0.97966,0.22297,0.12146,0.78973,0.000337325,0.000337325,0.000337325
124,4429.16,0.25276,0.1724,0.82558,0.99264,0.99756,0.99494,0.97936,0.22371,0.11982,0.79296,0.00033003,0.00033003,0.00033003
125,4468.66,0.2569,0.17571,0.82754,0.98988,0.99819,0.99496,0.98171,0.22117,0.12045,0.79166,0.000322778,0.000322778,0.000322778
126,4508.45,0.25616,0.1717,0.82255,0.99139,0.99561,0.99496,0.98044,0.21895,0.12022,0.79178,0.000315572,0.000315572,0.000315572
127,4547.97,0.25299,0.1736,0.82533,0.99301,0.99568,0.99496,0.98011,0.22094,0.11812,0.79096,0.000308412,0.000308412,0.000308412
128,4587.3,0.25522,0.16886,0.82437,0.99127,0.99662,0.99486,0.97983,0.22082,0.11677,0.79087,0.0003013,0.0003013,0.0003013
129,4626.56,0.25657,0.17205,0.82577,0.99386,0.99533,0.99491,0.97901,0.22121,0.11806,0.78977,0.000294239,0.000294239,0.000294239
130,4665.82,0.24749,0.16618,0.82316,0.99173,0.99683,0.99485,0.98019,0.21949,0.11684,0.7905,0.00028723,0.00028723,0.00028723
131,4705.42,0.25179,0.16666,0.82442,0.99101,0.99736,0.99484,0.97837,0.22026,0.11729,0.79334,0.000280275,0.000280275,0.000280275
132,4744.15,0.25162,0.17034,0.82515,0.99079,0.99776,0.99484,0.97932,0.22046,0.11788,0.79303,0.000273375,0.000273375,0.000273375
133,4780.5,0.24953,0.16896,0.82381,0.99078,0.99819,0.99488,0.97984,0.21966,0.11578,0.79356,0.000266532,0.000266532,0.000266532
134,4816.96,0.24978,0.16839,0.8233,0.99131,0.99608,0.99486,0.97914,0.22015,0.11882,0.79296,0.000259748,0.000259748,0.000259748
135,4853.02,0.24885,0.1656,0.82637,0.99036,0.99728,0.99488,0.98037,0.21998,0.11815,0.79219,0.000253024,0.000253024,0.000253024
136,4889.12,0.248,0.16533,0.82358,0.99087,0.99647,0.99494,0.98073,0.2194,0.11882,0.79158,0.000246363,0.000246363,0.000246363
137,4925.4,0.24624,0.16629,0.82486,0.99316,0.99748,0.99493,0.98153,0.21897,0.11767,0.79136,0.000239766,0.000239766,0.000239766
138,4961.86,0.24916,0.16902,0.82183,0.99221,0.99691,0.99494,0.98016,0.21958,0.11484,0.7916,0.000233234,0.000233234,0.000233234
139,4998.02,0.24632,0.16506,0.82351,0.9916,0.99747,0.99492,0.9813,0.2159,0.11479,0.79038,0.000226769,0.000226769,0.000226769
140,5033.87,0.24425,0.16406,0.81955,0.99027,0.99819,0.99493,0.98041,0.21879,0.11774,0.79207,0.000220372,0.000220372,0.000220372
141,5070.26,0.24503,0.16534,0.82284,0.99071,0.99748,0.99494,0.98044,0.21841,0.11699,0.79245,0.000214046,0.000214046,0.000214046
142,5106.45,0.24349,0.16046,0.822,0.98996,0.99819,0.99494,0.9816,0.21519,0.11705,0.79002,0.000207792,0.000207792,0.000207792
143,5142.42,0.24295,0.16129,0.82167,0.98951,0.99819,0.99496,0.98119,0.21629,0.11702,0.79016,0.000201611,0.000201611,0.000201611
144,5178.53,0.2411,0.16637,0.82185,0.99353,0.9963,0.99493,0.9807,0.21742,0.11858,0.79019,0.000195505,0.000195505,0.000195505
145,5214.73,0.241,0.16117,0.82107,0.99345,0.99666,0.99496,0.98135,0.21808,0.11794,0.79022,0.000189475,0.000189475,0.000189475
146,5250.82,0.24013,0.16195,0.82261,0.9933,0.99783,0.99494,0.98182,0.21597,0.11514,0.79007,0.000183523,0.000183523,0.000183523
147,5287.35,0.24132,0.16302,0.82054,0.99384,0.99682,0.99491,0.98171,0.21623,0.11719,0.79093,0.000177651,0.000177651,0.000177651
148,5323.61,0.24491,0.16431,0.82244,0.99386,0.99672,0.99494,0.98158,0.21803,0.11786,0.79189,0.000171859,0.000171859,0.000171859
149,5359.93,0.23901,0.16177,0.82016,0.99351,0.99645,0.99496,0.98086,0.21887,0.11824,0.79193,0.000166149,0.000166149,0.000166149
150,5396.05,0.23925,0.16147,0.82038,0.99268,0.99606,0.99493,0.98162,0.21844,0.11717,0.79142,0.000160523,0.000160523,0.000160523
151,5432.19,0.23456,0.15918,0.81942,0.99388,0.99603,0.99493,0.98045,0.21696,0.11601,0.79014,0.000154982,0.000154982,0.000154982
152,5468.25,0.23384,0.15741,0.81821,0.99397,0.99589,0.99494,0.98125,0.21567,0.11391,0.78909,0.000149527,0.000149527,0.000149527
153,5504.6,0.23447,0.15334,0.81901,0.99402,0.99565,0.99494,0.98117,0.21637,0.11468,0.78957,0.000144161,0.000144161,0.000144161
154,5540.67,0.23614,0.1523,0.81787,0.99369,0.99562,0.99496,0.9818,0.21659,0.11392,0.78956,0.000138883,0.000138883,0.000138883
155,5576.89,0.23401,0.15475,0.81956,0.99323,0.99578,0.99492,0.98113,0.2171,0.11418,0.78952,0.000133695,0.000133695,0.000133695
156,5613.06,0.23298,0.15517,0.8201,0.99221,0.99606,0.99494,0.98152,0.21559,0.11471,0.78933,0.000128599,0.000128599,0.000128599
157,5649.27,0.2331,0.15249,0.82015,0.994,0.99599,0.99492,0.98156,0.2153,0.11658,0.78963,0.000123596,0.000123596,0.000123596
158,5685.11,0.24205,0.15672,0.82498,0.99087,0.99644,0.99491,0.9817,0.21612,0.11476,0.79023,0.000118687,0.000118687,0.000118687
159,5721.44,0.23173,0.15753,0.81686,0.99157,0.9963,0.99491,0.98196,0.21552,0.11545,0.78999,0.000113873,0.000113873,0.000113873
160,5757.76,0.23332,0.15671,0.81865,0.99188,0.99617,0.99494,0.98152,0.21552,0.1168,0.79021,0.000109156,0.000109156,0.000109156
161,5793.61,0.23162,0.15444,0.82211,0.99416,0.99559,0.9949,0.98101,0.21543,0.11733,0.7904,0.000104537,0.000104537,0.000104537
162,5829.65,0.23179,0.14858,0.8179,0.99421,0.99614,0.99492,0.98024,0.2154,0.11616,0.79075,0.000100016,0.000100016,0.000100016
163,5865.74,0.22828,0.14963,0.81399,0.99406,0.99635,0.99494,0.98167,0.21553,0.11503,0.79109,9.55951e-05,9.55951e-05,9.55951e-05
164,5901.96,0.22977,0.14924,0.819,0.99315,0.99443,0.99496,0.98144,0.21532,0.1156,0.79089,9.12754e-05,9.12754e-05,9.12754e-05
165,5938.04,0.23339,0.1528,0.81993,0.99257,0.99417,0.99496,0.98166,0.21559,0.11468,0.79142,8.70577e-05,8.70577e-05,8.70577e-05
166,5974.05,0.2268,0.148,0.81392,0.99225,0.99482,0.99496,0.98104,0.2154,0.11329,0.79126,8.29431e-05,8.29431e-05,8.29431e-05
167,6010.11,0.23164,0.14983,0.81743,0.99227,0.99459,0.99496,0.98115,0.21435,0.11341,0.79045,7.89327e-05,7.89327e-05,7.89327e-05
168,6046.34,0.22944,0.14823,0.82069,0.99249,0.99485,0.99492,0.98096,0.21461,0.11346,0.79036,7.50274e-05,7.50274e-05,7.50274e-05
169,6082.77,0.22935,0.14502,0.81748,0.99214,0.99589,0.99494,0.98067,0.21436,0.11135,0.79029,7.12282e-05,7.12282e-05,7.12282e-05
170,6119,0.22569,0.14632,0.81472,0.99301,0.99364,0.99494,0.98228,0.2145,0.11341,0.79018,6.7536e-05,6.7536e-05,6.7536e-05
171,6155.18,0.22852,0.14863,0.82113,0.99381,0.99341,0.99494,0.98222,0.21447,0.11366,0.79018,6.39518e-05,6.39518e-05,6.39518e-05
172,6191.46,0.22453,0.14611,0.81715,0.99025,0.99633,0.99491,0.98091,0.21555,0.11704,0.79026,6.04763e-05,6.04763e-05,6.04763e-05
173,6227.21,0.22273,0.14444,0.81568,0.99324,0.99346,0.99493,0.98123,0.21573,0.11611,0.79019,5.71106e-05,5.71106e-05,5.71106e-05
174,6263.02,0.22642,0.14708,0.81908,0.99282,0.9935,0.99493,0.98134,0.21594,0.1163,0.7901,5.38554e-05,5.38554e-05,5.38554e-05
175,6298.91,0.22454,0.14485,0.81643,0.99241,0.99353,0.99493,0.98141,0.21556,0.11691,0.7902,5.07115e-05,5.07115e-05,5.07115e-05
176,6335.07,0.22232,0.14584,0.81289,0.99255,0.99359,0.99493,0.98149,0.21606,0.11571,0.79049,4.76796e-05,4.76796e-05,4.76796e-05
177,6371.03,0.22624,0.14519,0.81494,0.99217,0.99389,0.99493,0.98119,0.21591,0.11482,0.79099,4.47606e-05,4.47606e-05,4.47606e-05
178,6407.06,0.22582,0.14494,0.81424,0.99212,0.9956,0.99493,0.98086,0.21566,0.11533,0.79074,4.19552e-05,4.19552e-05,4.19552e-05
179,6443.16,0.22285,0.14492,0.81331,0.99202,0.99611,0.99493,0.98108,0.2152,0.11389,0.79089,3.9264e-05,3.9264e-05,3.9264e-05
180,6479.61,0.22219,0.14489,0.81662,0.99196,0.99641,0.99493,0.98198,0.21512,0.11339,0.79075,3.66877e-05,3.66877e-05,3.66877e-05
181,6515.25,0.22509,0.14687,0.81824,0.99217,0.99629,0.99493,0.9821,0.21501,0.11282,0.79046,3.4227e-05,3.4227e-05,3.4227e-05
182,6551.27,0.21867,0.14063,0.81661,0.99223,0.99585,0.99493,0.98137,0.2153,0.11283,0.79058,3.18825e-05,3.18825e-05,3.18825e-05
