epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,382.296,0.52844,0.42956,1.07051,0.99777,1,0.995,0.96539,0.31351,0.21781,0.86844,3.18825e-05,3.18825e-05,3.18825e-05
183,384.157,0.57243,0.50575,1.11719,0.99778,1,0.995,0.97014,0.30539,0.21605,0.86526,2.96546e-05,2.96546e-05,2.96546e-05
184,386.047,0.50578,0.42386,1.07391,0.99782,1,0.995,0.97345,0.29234,0.2133,0.86035,2.75441e-05,2.75441e-05,2.75441e-05
185,388.152,0.59448,0.43874,1.16798,0.99782,1,0.995,0.97477,0.2888,0.21174,0.85838,2.55513e-05,2.55513e-05,2.55513e-05
186,390.25,0.51188,0.38666,1.11064,0.99787,1,0.995,0.97692,0.284,0.21052,0.85569,2.36769e-05,2.36769e-05,2.36769e-05
187,392.303,0.52304,0.42932,1.09516,0.99789,1,0.995,0.97381,0.28291,0.21042,0.85466,2.19212e-05,2.19212e-05,2.19212e-05
188,394.189,0.49359,0.38237,1.08549,0.9979,1,0.995,0.97651,0.28007,0.20729,0.85264,2.02847e-05,2.02847e-05,2.02847e-05
189,396.059,0.58691,0.48945,1.13554,0.9979,1,0.995,0.97627,0.27864,0.2052,0.85178,1.87678e-05,1.87678e-05,1.87678e-05
190,397.931,0.59418,0.49632,1.16842,0.99793,1,0.995,0.97808,0.27636,0.20249,0.85029,1.73709e-05,1.73709e-05,1.73709e-05
191,401.276,0.40074,0.43136,1.0265,0.99791,1,0.995,0.97789,0.27516,0.20381,0.84925,1.60943e-05,1.60943e-05,1.60943e-05
192,403.329,0.46658,0.47488,1.11513,0.99785,1,0.995,0.97723,0.27437,0.20598,0.84853,1.49383e-05,1.49383e-05,1.49383e-05
193,405.173,0.41427,0.43701,1.06112,0.99784,1,0.995,0.97827,0.27465,0.20735,0.84865,1.39032e-05,1.39032e-05,1.39032e-05
194,407.26,0.42016,0.42817,1.09214,0.99772,1,0.995,0.97716,0.27407,0.2088,0.84838,1.29893e-05,1.29893e-05,1.29893e-05
195,409.095,0.39409,0.41065,1.02629,0.99764,1,0.995,0.97155,0.27413,0.20913,0.84854,1.21968e-05,1.21968e-05,1.21968e-05
196,410.983,0.34519,0.34389,1.00156,0.99749,1,0.995,0.97251,0.27398,0.21238,0.84877,1.15259e-05,1.15259e-05,1.15259e-05
197,412.829,0.39152,0.38262,1.01055,0.99743,1,0.995,0.9696,0.27528,0.21072,0.84959,1.09768e-05,1.09768e-05,1.09768e-05
198,414.72,0.39868,0.38539,1.07273,0.99732,1,0.995,0.96603,0.27642,0.21278,0.84991,1.05495e-05,1.05495e-05,1.05495e-05
199,416.573,0.34725,0.33586,0.99714,0.99723,1,0.995,0.96956,0.27666,0.21316,0.85071,1.02443e-05,1.02443e-05,1.02443e-05
200,418.458,0.37883,0.32369,1.03803,0.99714,1,0.995,0.96555,0.27876,0.21365,0.85213,1.00611e-05,1.00611e-05,1.00611e-05
