epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,78.4551,1.23017,1.03317,1.5605,0.48201,0.46429,0.41946,0.12637,2.01092,3.09912,3.32206,0.000986922,0.000986922,0.000986922
46,79.8594,1.12249,0.98092,1.51138,0.48402,0.55357,0.52014,0.29484,1.89138,3.19151,3.10732,0.000986323,0.000986323,0.000986323
47,81.1014,1.19278,1.01035,1.58864,0.52304,0.55357,0.61002,0.29902,1.93774,3.53814,3.11196,0.000985711,0.000985711,0.000985711
48,82.3341,1.20687,1.05425,1.56378,0.20883,0.53571,0.23538,0.06578,2.35128,4.52351,3.37015,0.000985087,0.000985087,0.000985087
49,83.5642,1.11159,1.02436,1.52636,0.38335,0.33929,0.3227,0.1046,2.58262,6.09144,3.56429,0.000984449,0.000984449,0.000984449
50,84.8508,1.07019,0.98976,1.47865,0.12372,0.51786,0.09611,0.01221,3.22883,7.22664,4.20333,0.000983798,0.000983798,0.000983798
51,86.0919,1.21437,0.94655,1.58102,0.13859,0.125,0.05963,0.00802,3.79146,8.12102,4.43711,0.000983133,0.000983133,0.000983133
52,87.3352,1.09646,0.94401,1.50463,0.12942,0.125,0.07388,0.01328,3.66089,7.38894,3.86647,0.000982456,0.000982456,0.000982456
53,88.6067,1.11161,1.01729,1.54716,0.1658,0.125,0.08331,0.05237,3.18398,6.1396,3.68924,0.000981765,0.000981765,0.000981765
54,90.0213,1.13394,1.04131,1.50243,0.09006,0.32143,0.11211,0.06648,2.42637,4.04698,3.01427,0.000981062,0.000981062,0.000981062
55,91.267,1.06739,0.98741,1.50775,0.07367,0.125,0.04399,0.02087,2.65137,4.52664,3.40456,0.000980345,0.000980345,0.000980345
56,92.5162,1.11861,0.95621,1.54712,0.41324,0.125,0.13164,0.07658,3.52278,4.20836,4.25014,0.000979616,0.000979616,0.000979616
57,93.7498,1.088,0.98441,1.47897,0.16715,0.125,0.11307,0.05626,2.87606,4.69627,3.6087,0.000978873,0.000978873,0.000978873
58,94.9989,1.09915,0.94924,1.51716,0.61071,0.21429,0.10158,0.05679,2.58422,7.27938,3.59973,0.000978118,0.000978118,0.000978118
59,96.2499,1.08077,1.06871,1.4793,0.12885,0.46128,0.14876,0.06753,2.94807,9.60026,3.97849,0.000977349,0.000977349,0.000977349
60,97.5214,1.15796,1.02064,1.5592,0.17315,0.41071,0.1565,0.05647,3.44281,12.0519,5.02082,0.000976567,0.000976567,0.000976567
61,98.9004,1.10062,0.96364,1.48938,0.00189,0.19643,0.01303,0.00645,3.9263,11.9239,4.96105,0.000975773,0.000975773,0.000975773
62,100.192,1.10325,0.92563,1.52388,0.00258,0.19643,0.00177,0.00056,3.92108,8.30194,5.06107,0.000974966,0.000974966,0.000974966
63,101.445,1.0906,0.9568,1.5084,0.04147,0.19643,0.04309,0.01293,3.44437,8.40992,4.72078,0.000974145,0.000974145,0.000974145
64,102.736,1.05903,0.84232,1.46998,0.00946,0.26786,0.00789,0.00162,2.84729,7.12668,3.69421,0.000973312,0.000973312,0.000973312
65,103.989,1.07226,0.90149,1.47761,0.78725,0.07143,0.23929,0.11126,2.64067,5.10119,3.56775,0.000972466,0.000972466,0.000972466
66,105.275,1.16789,1.01345,1.53839,0.53409,0.53571,0.40968,0.12885,2.52527,2.99869,3.76184,0.000971608,0.000971608,0.000971608
67,106.685,1.04029,0.96523,1.4728,0.30962,0.63707,0.37999,0.12437,2.6444,3.2499,4.17731,0.000970736,0.000970736,0.000970736
68,107.945,1.17385,0.98201,1.56359,0.35739,0.85714,0.49358,0.1617,2.70364,2.53561,4.00568,0.000969852,0.000969852,0.000969852
69,109.18,1.10044,0.866,1.47898,0.39386,0.51786,0.37387,0.13633,2.28792,2.86465,3.44334,0.000968955,0.000968955,0.000968955
70,110.46,1.16813,0.99162,1.55876,0.38106,0.76315,0.55003,0.27094,1.7526,2.28851,2.85567,0.000968045,0.000968045,0.000968045
71,111.702,1.0927,0.91133,1.50436,0.44466,0.59761,0.4585,0.24233,1.83252,2.78089,2.75083,0.000967122,0.000967122,0.000967122
72,112.977,1.12032,0.94375,1.50156,0.67988,0.50049,0.59456,0.19508,2.29016,2.21543,3.08974,0.000966187,0.000966187,0.000966187
73,114.215,1.07006,0.93101,1.46843,0.75514,0.49909,0.60197,0.19343,2.54349,1.90423,3.56737,0.000965239,0.000965239,0.000965239
74,115.5,1.14464,0.96982,1.56656,0.59645,0.58258,0.61885,0.2495,2.35192,2.37269,3.54796,0.000964279,0.000964279,0.000964279
75,116.888,0.98247,0.89912,1.45368,0.55967,0.64526,0.58462,0.25594,2.32115,1.76948,3.5657,0.000963306,0.000963306,0.000963306
76,118.163,1.00224,0.80963,1.39947,0.44186,0.53571,0.49321,0.21872,2.43886,1.92554,3.71665,0.00096232,0.00096232,0.00096232
77,119.413,1.18444,1.04397,1.59931,0.62275,0.80357,0.72028,0.24773,2.21471,2.02797,3.28768,0.000961322,0.000961322,0.000961322
